gate_id,product,metric,lookback,mode,observations,active_rate,first_active_date,status
IF_lagged_oi_change_lb5_avoid_high_q0.2_0.8,IF,lagged_oi_change,5,avoid_high,116,0.3448275862068966,20260415,resolved
IF_lagged_oi_change_lb5_avoid_extremes_q0.2_0.8,IF,lagged_oi_change,5,avoid_extremes,116,0.3017241379310345,20260415,resolved
IF_lagged_oi_change_lb20_avoid_high_q0.2_0.8,IF,lagged_oi_change,20,avoid_high,116,0.14655172413793102,20260518,resolved
IF_lagged_oi_change_lb20_avoid_extremes_q0.2_0.8,IF,lagged_oi_change,20,avoid_extremes,116,0.14655172413793102,20260518,resolved
IF_volume_oi_lb5_avoid_high_q0.2_0.8,IF,volume_oi,5,avoid_high,116,0.35344827586206895,20260408,resolved
IF_volume_oi_lb5_avoid_extremes_q0.2_0.8,IF,volume_oi,5,avoid_extremes,116,0.27586206896551724,20260408,resolved
IF_volume_oi_lb20_avoid_high_q0.2_0.8,IF,volume_oi,20,avoid_high,116,0.35344827586206895,20260408,resolved
IF_volume_oi_lb20_avoid_extremes_q0.2_0.8,IF,volume_oi,20,avoid_extremes,116,0.27586206896551724,20260408,resolved
IF_oi_concentration_lb5_avoid_high_q0.2_0.8,IF,oi_concentration,5,avoid_high,116,0.41379310344827586,20260408,resolved
IF_oi_concentration_lb5_avoid_extremes_q0.2_0.8,IF,oi_concentration,5,avoid_extremes,116,0.28448275862068967,20260408,resolved
IF_oi_concentration_lb20_avoid_high_q0.2_0.8,IF,oi_concentration,20,avoid_high,116,0.41379310344827586,20260408,resolved
IF_oi_concentration_lb20_avoid_extremes_q0.2_0.8,IF,oi_concentration,20,avoid_extremes,116,0.28448275862068967,20260408,resolved
IH_lagged_oi_change_lb5_avoid_high_q0.2_0.8,IH,lagged_oi_change,5,avoid_high,116,0.33620689655172414,20260415,resolved
IH_lagged_oi_change_lb5_avoid_extremes_q0.2_0.8,IH,lagged_oi_change,5,avoid_extremes,116,0.29310344827586204,20260416,resolved
IH_lagged_oi_change_lb20_avoid_high_q0.2_0.8,IH,lagged_oi_change,20,avoid_high,116,0.20689655172413793,20260511,resolved
IH_lagged_oi_change_lb20_avoid_extremes_q0.2_0.8,IH,lagged_oi_change,20,avoid_extremes,116,0.20689655172413793,20260511,resolved
IH_volume_oi_lb5_avoid_high_q0.2_0.8,IH,volume_oi,5,avoid_high,116,0.41379310344827586,20260408,resolved
IH_volume_oi_lb5_avoid_extremes_q0.2_0.8,IH,volume_oi,5,avoid_extremes,116,0.35344827586206895,20260408,resolved
IH_volume_oi_lb20_avoid_high_q0.2_0.8,IH,volume_oi,20,avoid_high,116,0.41379310344827586,20260408,resolved
IH_volume_oi_lb20_avoid_extremes_q0.2_0.8,IH,volume_oi,20,avoid_extremes,116,0.35344827586206895,20260408,resolved
IH_oi_concentration_lb5_avoid_high_q0.2_0.8,IH,oi_concentration,5,avoid_high,116,0.4482758620689655,20260408,resolved
IH_oi_concentration_lb5_avoid_extremes_q0.2_0.8,IH,oi_concentration,5,avoid_extremes,116,0.2672413793103448,20260408,resolved
IH_oi_concentration_lb20_avoid_high_q0.2_0.8,IH,oi_concentration,20,avoid_high,116,0.4482758620689655,20260408,resolved
IH_oi_concentration_lb20_avoid_extremes_q0.2_0.8,IH,oi_concentration,20,avoid_extremes,116,0.2672413793103448,20260408,resolved
IC_lagged_oi_change_lb5_avoid_high_q0.2_0.8,IC,lagged_oi_change,5,avoid_high,116,0.3620689655172414,20260415,resolved
IC_lagged_oi_change_lb5_avoid_extremes_q0.2_0.8,IC,lagged_oi_change,5,avoid_extremes,116,0.3275862068965517,20260415,resolved
IC_lagged_oi_change_lb20_avoid_high_q0.2_0.8,IC,lagged_oi_change,20,avoid_high,116,0.23275862068965517,20260511,resolved
IC_lagged_oi_change_lb20_avoid_extremes_q0.2_0.8,IC,lagged_oi_change,20,avoid_extremes,116,0.23275862068965517,20260511,resolved
IC_volume_oi_lb5_avoid_high_q0.2_0.8,IC,volume_oi,5,avoid_high,116,0.3879310344827586,20260408,resolved
IC_volume_oi_lb5_avoid_extremes_q0.2_0.8,IC,volume_oi,5,avoid_extremes,116,0.3017241379310345,20260408,resolved
IC_volume_oi_lb20_avoid_high_q0.2_0.8,IC,volume_oi,20,avoid_high,116,0.3879310344827586,20260408,resolved
IC_volume_oi_lb20_avoid_extremes_q0.2_0.8,IC,volume_oi,20,avoid_extremes,116,0.3017241379310345,20260408,resolved
IC_oi_concentration_lb5_avoid_high_q0.2_0.8,IC,oi_concentration,5,avoid_high,116,0.33620689655172414,20260408,resolved
IC_oi_concentration_lb5_avoid_extremes_q0.2_0.8,IC,oi_concentration,5,avoid_extremes,116,0.25862068965517243,20260408,resolved
IC_oi_concentration_lb20_avoid_high_q0.2_0.8,IC,oi_concentration,20,avoid_high,116,0.33620689655172414,20260408,resolved
IC_oi_concentration_lb20_avoid_extremes_q0.2_0.8,IC,oi_concentration,20,avoid_extremes,116,0.25862068965517243,20260408,resolved
IM_lagged_oi_change_lb5_avoid_high_q0.2_0.8,IM,lagged_oi_change,5,avoid_high,116,0.3793103448275862,20260415,resolved
IM_lagged_oi_change_lb5_avoid_extremes_q0.2_0.8,IM,lagged_oi_change,5,avoid_extremes,116,0.33620689655172414,20260416,resolved
IM_lagged_oi_change_lb20_avoid_high_q0.2_0.8,IM,lagged_oi_change,20,avoid_high,116,0.1810344827586207,20260525,resolved
IM_lagged_oi_change_lb20_avoid_extremes_q0.2_0.8,IM,lagged_oi_change,20,avoid_extremes,116,0.13793103448275862,20260525,resolved
IM_volume_oi_lb5_avoid_high_q0.2_0.8,IM,volume_oi,5,avoid_high,116,0.3879310344827586,20260408,resolved
IM_volume_oi_lb5_avoid_extremes_q0.2_0.8,IM,volume_oi,5,avoid_extremes,116,0.31896551724137934,20260408,resolved
IM_volume_oi_lb20_avoid_high_q0.2_0.8,IM,volume_oi,20,avoid_high,116,0.3879310344827586,20260408,resolved
IM_volume_oi_lb20_avoid_extremes_q0.2_0.8,IM,volume_oi,20,avoid_extremes,116,0.31896551724137934,20260408,resolved
IM_oi_concentration_lb5_avoid_high_q0.2_0.8,IM,oi_concentration,5,avoid_high,116,0.3017241379310345,20260408,resolved
IM_oi_concentration_lb5_avoid_extremes_q0.2_0.8,IM,oi_concentration,5,avoid_extremes,116,0.20689655172413793,20260408,resolved
IM_oi_concentration_lb20_avoid_high_q0.2_0.8,IM,oi_concentration,20,avoid_high,116,0.3017241379310345,20260408,resolved
IM_oi_concentration_lb20_avoid_extremes_q0.2_0.8,IM,oi_concentration,20,avoid_extremes,116,0.20689655172413793,20260408,resolved
