strategy,family,deposit_timing,n_windows,p_success,p_w12,p_w24,median_w24,p10_w24,p90_w24,median_max_drawdown,p95_max_drawdown,p_w24_below_deposit,p_w24_below_720k,p_drawdown_gt_35,p_drawdown_gt_50,avg_turnover,fee_drag,financing_drag,score,worst_w12,worst_w24,p5_w24,p95_w24,worst_drawdown,worst_recovery_days
S1_ramom_lb20_top1_weekly_ma60,S1,ending,234,0.0,0.02564102564102564,0.03418803418803419,720000.0,634114.9966695589,795340.7394179713,0.08614200743494438,0.27743589743589725,0.4230769230769231,0.4230769230769231,0.0,0.0,0.06235133367240526,7908.886930183186,0.0,-25.647718119736176,287210.84079409065,561935.5682794257,599471.5203727616,1002054.1909246575,0.27743589743589747,256.0
S1_ramom_lb20_top2_weekly_ma60,S1,beginning,234,0.0,0.029914529914529916,0.02564102564102564,720000.0,642534.8472645124,804963.8587895669,0.0790427573556377,0.26469825676266145,0.42735042735042733,0.42735042735042733,0.0,0.0,0.0484230940692499,6474.8308133617475,0.0,-25.65800837327727,282401.18030444876,582002.6588727135,617911.3952274922,969825.6945182593,0.2646982567626617,256.0
S1_ramom_lb60_top1_monthly_none,S1,beginning,234,0.038461538461538464,0.09401709401709402,0.09829059829059829,726018.1948515233,609175.5064967241,1145466.8379881638,0.15015144958892218,0.4452718334784047,0.48717948717948717,0.48717948717948717,0.08547008547008547,0.0,0.02908880471032255,3764.3486668618193,0.0,-25.682803578711148,269156.4226748222,566502.2176984921,589862.2648339048,1567843.7188685844,0.4625255854554803,256.0
S1_ramom_lb120_top1_monthly_none,S1,ending,234,0.021367521367521368,0.0641025641025641,0.07264957264957266,733977.4648458705,638402.8197047312,995186.1875236914,0.14441747572815533,0.43969432804884967,0.452991452991453,0.452991452991453,0.0811965811965812,0.0,0.020653118688529554,2587.0873361640483,0.0,-25.786364624303555,278121.9656939296,564860.949474937,616977.1767952248,1486864.208496773,0.46078854988437534,255.0
S1_ramom_lb120_top1_weekly_ma200,S1,beginning,234,0.0,0.01282051282051282,0.004273504273504274,720000.0,683698.5001855753,807426.4135453512,0.10135135135135143,0.44281004527787476,0.37606837606837606,0.37606837606837606,0.08547008547008547,0.0,0.02856823700838517,3765.58816193961,0.0,-25.801340144548963,297339.036828151,567832.7632698108,663915.0967618215,824749.0394427961,0.45989694843291207,215.0
S1_ramom_lb120_top1_weekly_ma60,S1,beginning,234,0.0,0.008547008547008548,0.004273504273504274,720000.0,644828.9802722211,802230.6925913972,0.09509509509509506,0.2779416923076923,0.4358974358974359,0.4358974358974359,0.0,0.0,0.03294651713355021,4301.73795294841,0.0,-25.802387903065576,266466.821493751,501138.440756648,621692.9164723768,903481.5803895365,0.2779416923076924,172.0
S1_mom_lb60_top1_monthly_none,S1,beginning,234,0.038461538461538464,0.08547008547008547,0.09829059829059829,726018.1948515233,614080.4925548821,1117115.5097322008,0.1444174757281554,0.4443359471246147,0.49145299145299143,0.49145299145299143,0.08547008547008547,0.0,0.027984634401481828,3629.0934508010155,0.0,-25.821334525195386,261007.88245157286,563609.4730070285,594086.8309074737,1537082.62309785,0.4619898335827026,277.0
S1_ramom_lb20_top1_weekly_ma60,S1,beginning,234,0.0,0.03418803418803419,0.03418803418803419,720000.0,628491.7759818662,801687.7401146678,0.08015790458372324,0.2779416923076923,0.42735042735042733,0.42735042735042733,0.0,0.0,0.0649625223467205,8575.062995195673,0.0,-25.823402656051975,277392.72587318905,552123.9140458012,594176.7454953342,1016766.0567891053,0.2830513523564342,277.0
S1_ramom_lb120_top1_weekly_ma200,S1,ending,234,0.0,0.01282051282051282,0.004273504273504274,720000.0,684801.1524312628,803038.6903201598,0.10135135135135143,0.4392189074472719,0.3803418803418803,0.3803418803418803,0.0811965811965812,0.0,0.02712749806858444,3470.4267881446376,0.0,-25.829667797885996,303944.88516647305,575842.9773323617,666126.828825488,822379.2555999625,0.459201346242049,214.0
S1_ramom_lb60_top1_weekly_ma60,S1,ending,234,0.0,0.021367521367521368,0.021367521367521368,720000.0,642375.2285170795,783555.0690920263,0.10166632354294763,0.27743589743589736,0.43162393162393164,0.43162393162393164,0.0,0.0,0.05121234196613928,6566.990960454006,0.0,-25.835473501818814,302293.05610328156,593974.0556845996,628405.0617885316,969889.272729195,0.2774358974358976,236.0
S1_mom_lb20_top2_weekly_none,S1,beginning,234,0.017094017094017096,0.08974358974358974,0.09401709401709402,726389.5589253213,633056.4568919082,1143137.6255138607,0.1196862436254551,0.2646982567626616,0.47863247863247865,0.47863247863247865,0.0,0.0,0.07662384844672064,10214.379971292683,0.0,-25.84878117357156,260344.99182024022,486216.4965024008,608471.5546149987,1466668.3503596769,0.2877492832863907,172.0
S1_ramom_lb20_top1_weekly_none,S1,beginning,234,0.021367521367521368,0.08974358974358974,0.10683760683760683,726195.1907379944,620596.0600977505,1240953.44483351,0.12109234638878913,0.27794169230769233,0.48717948717948717,0.48717948717948717,0.0,0.0,0.08952258008942611,12076.576277086455,0.0,-25.85491570184889,265018.4517368909,492725.87136520696,606453.1045800418,1499702.515267299,0.30548234288340625,277.0
S1_ramom_lb60_top1_weekly_ma60,S1,beginning,234,0.0,0.02564102564102564,0.02564102564102564,720000.0,638376.9817587793,784990.8683627673,0.10166632354294763,0.27794169230769217,0.43162393162393164,0.43162393162393164,0.0,0.0,0.0534887436090057,7119.175269038522,0.0,-25.858237518247478,294784.45847887633,585505.413825835,626829.9125151865,973388.9255779875,0.2779416923076924,256.0
S0_dca_510050,S0,beginning,234,0.017094017094017096,0.08974358974358974,0.06837606837606838,738056.3280322324,620376.5541731995,989342.5004473736,0.15013315579227737,0.4075501042127711,0.43162393162393164,0.43162393162393164,0.10683760683760683,0.008547008547008548,0.002057846253348526,21.0,0.0,-25.938293435940988,173193.3617486099,389660.98644887836,592684.5684900066,1573885.1615952398,0.5285447905845864,254.0
S1_mom_lb20_top2_weekly_ma60,S1,ending,234,0.0,0.021367521367521368,0.01282051282051282,720000.0,653065.9599635229,770011.5613915683,0.07947801690217138,0.2641831849921561,0.4358974358974359,0.4358974358974359,0.0,0.0,0.04730497002827483,6061.128428276573,0.0,-25.94597243201282,297730.4241226668,587660.1438738975,628876.0901204543,950716.7454120484,0.2641831849921562,215.0
S0_mix_510050_510300_510500_512100,S0,ending,234,0.01282051282051282,0.07264957264957266,0.07264957264957266,737072.2751492374,624761.5186946422,1002252.4640547337,0.1506201199705473,0.3982079497427151,0.42735042735042733,0.42735042735042733,0.09829059829059829,0.004273504273504274,0.000910343872104324,132.0916760041554,0.0,-25.953502269436893,193948.64629592097,387737.0341105955,589877.129861882,1500839.6968893586,0.5022092552120679,252.0
S1_ramom_lb120_top1_weekly_ma60,S1,ending,234,0.0,0.008547008547008548,0.004273504273504274,720000.0,649446.101421008,799491.2840275778,0.10058023893877532,0.27743589743589736,0.4444444444444444,0.4444444444444444,0.0,0.0,0.031417712094728836,3968.5034110426873,0.0,-26.086245151822656,277297.96856129676,512124.27773837594,628373.6240554403,886935.0958601732,0.2774358974358976,171.0
S1_mom_lb20_top2_weekly_ma60,S1,beginning,234,0.0,0.029914529914529916,0.021367521367521368,720000.0,648128.7042036816,770192.432950171,0.0790427573556377,0.2646982567626615,0.44017094017094016,0.44017094017094016,0.0,0.0,0.04941507798403905,6575.054635120164,0.0,-26.11664616114311,289423.3504951782,579364.6095822937,623407.8200290645,966657.5458207214,0.2646982567626617,236.0
S1_ramom_lb20_top2_weekly_none,S1,beginning,234,0.017094017094017096,0.08974358974358974,0.08974358974358974,726051.2404619042,620285.424591019,1166669.4099763725,0.12073782673974076,0.26469825676266157,0.49145299145299143,0.49145299145299143,0.0,0.0,0.075786975847613,10163.492162708231,0.0,-26.298447635794282,260344.99182024022,488507.87817889254,602635.1383734134,1466668.3503596769,0.2887539190508732,236.0
S1_mom_lb60_top2_monthly_none,S1,ending,234,0.02564102564102564,0.07692307692307693,0.08974358974358974,725141.1915876411,615124.0008570978,1107584.7945674506,0.14740974186963324,0.37457480558468415,0.48717948717948717,0.48717948717948717,0.0641025641025641,0.0,0.021708166560119875,2633.225050782571,0.0,-26.38103431263918,274206.12215368566,555334.4558953196,601286.1879771799,1478281.5223510037,0.39851853890758704,215.0
S0_dca_510050,S0,ending,234,0.01282051282051282,0.07692307692307693,0.06837606837606838,733158.882933849,624731.5526709608,957699.2993491216,0.15013315579227737,0.4009291003729895,0.44017094017094016,0.44017094017094016,0.09829059829059829,0.004273504273504274,0.0,0.0,0.0,-26.49958715141436,193948.64629592097,387737.0341105955,601184.5639591066,1500839.6968893586,0.5022092552120679,252.0
S1_mom_lb20_top1_weekly_ma60,S1,ending,234,0.0,0.02564102564102564,0.02564102564102564,720000.0,630841.8550913446,766570.7569952823,0.09266409266409276,0.27743589743589736,0.44871794871794873,0.44871794871794873,0.0,0.0,0.05894157923957321,7358.627427493197,0.0,-26.511056472843755,294956.1321662575,568022.9029849964,609810.9148625244,973654.7586565407,0.27743589743589747,236.0
S1_mom_lb20_top1_weekly_ma60,S1,beginning,234,0.0,0.029914529914529916,0.03418803418803419,720000.0,625072.1472932117,767612.4589268477,0.09266409266409281,0.2779416923076923,0.44871794871794873,0.44871794871794873,0.0,0.0,0.061430202590347295,7974.7503878417165,0.0,-26.535942706351495,286709.03340205475,558193.3815395292,601686.5426029034,986370.5370113056,0.2779416923076924,256.0
S1_ramom_lb20_top2_monthly_none,S1,beginning,234,0.017094017094017096,0.09829059829059829,0.0811965811965812,718472.6884353097,618164.8117487325,1126131.3650134176,0.14219939368361917,0.3016104698024056,0.5042735042735043,0.5042735042735043,0.0,0.0,0.03517233268077021,4658.189247741304,0.0,-26.55087712497305,273408.9244621055,550453.5210008606,604932.1759143333,1554513.4226444482,0.3464685909002915,217.0
S1_mom_lb120_top1_weekly_none,S1,beginning,234,0.02564102564102564,0.07692307692307693,0.07264957264957266,726731.6575108648,636114.5600383048,1003468.512783331,0.14441747572815533,0.442339062534869,0.47435897435897434,0.47435897435897434,0.08547008547008547,0.0,0.03840858872573849,4860.752866241775,0.0,-26.58969027684615,300561.4404356273,566668.1681936627,614834.8635734521,1529098.1038835968,0.4595689197069578,236.0
S1_ramom_lb60_top2_monthly_none,S1,ending,234,0.02564102564102564,0.0641025641025641,0.0811965811965812,725769.6533490038,615469.6799580586,1064725.5098050206,0.15015144958892224,0.3717176852897495,0.49572649572649574,0.49572649572649574,0.0641025641025641,0.0,0.021000907681540334,2549.901914490838,0.0,-26.65578102938965,274206.12215368566,555446.2926246454,601336.7350396315,1478281.5223510037,0.39675006118836875,195.0
S1_ramom_lb20_top2_weekly_none,S1,ending,234,0.01282051282051282,0.0811965811965812,0.0811965811965812,726388.0378486607,624481.5100999469,1138628.9477486268,0.1207378267397407,0.26418318499215604,0.49145299145299143,0.49145299145299143,0.0,0.0,0.07201627274478455,9331.154364992824,0.0,-26.67881567313041,272133.5112968574,499834.5481617179,606054.8539383017,1428112.9620354031,0.2868612590301025,215.0
S1_mom_lb20_top2_monthly_none,S1,beginning,234,0.017094017094017096,0.09829059829059829,0.0811965811965812,717977.9213276813,618164.8117487325,1105491.8539212414,0.1418151727424935,0.3010089686098655,0.5085470085470085,0.5085470085470085,0.0,0.0,0.0358925970804443,4767.866772229188,0.0,-26.721429909361312,273408.9244621055,550453.5210008606,606455.2070483012,1557020.7063427975,0.34555466305031834,217.0
S1_ramom_lb20_top1_weekly_none,S1,ending,234,0.01282051282051282,0.08547008547008547,0.09829059829059829,722852.6093861747,623946.1597526598,1183442.9339118418,0.12108192352026798,0.27743589743589736,0.48717948717948717,0.48717948717948717,0.0,0.0,0.08524117311511774,11096.726986503985,0.0,-26.759072383776225,276097.1282919261,504619.07092742564,605008.7419360429,1442165.486432112,0.30372653396387606,256.0
S1_mom_lb20_top1_weekly_none,S1,ending,234,0.017094017094017096,0.08547008547008547,0.09829059829059829,717745.9779874347,631146.4050706889,1192247.1770197377,0.12108192352026798,0.27743589743589736,0.5042735042735043,0.5042735042735043,0.0,0.0,0.08039366610082191,10254.300664092389,0.0,-27.023330009790286,276097.1282919261,495966.72081506485,599537.8309435922,1428161.0724204837,0.3026832162420292,156.0
S1_mom_lb20_top1_weekly_none,S1,beginning,234,0.021367521367521368,0.08974358974358974,0.10683760683760683,716090.3907007168,629254.48896726,1247091.4417062018,0.12109234638878918,0.2779416923076923,0.5170940170940171,0.5170940170940171,0.0,0.0,0.08448252239013085,11155.577124219939,0.0,-27.131772341202456,264850.3633946877,483247.70080722123,598971.370984753,1468390.860543345,0.3043549771852777,172.0
S1_mom_lb60_top1_monthly_none,S1,ending,234,0.02564102564102564,0.07692307692307693,0.08974358974358974,723986.2900578035,621881.7566646414,1077393.7415634284,0.14441747572815533,0.44013665283340514,0.49572649572649574,0.49572649572649574,0.0811965811965812,0.0,0.026719071218674353,3345.0330266173496,0.0,-27.18951762750446,264189.0317340458,572355.4391595777,597978.5615280205,1485538.49480859,0.4613698929345563,256.0
S1_mom_lb20_top2_weekly_none,S1,ending,234,0.01282051282051282,0.0811965811965812,0.0811965811965812,719374.9158726959,635898.3842433981,1116316.6892070712,0.1196862436254551,0.2641831849921561,0.5042735042735043,0.5042735042735043,0.0,0.0,0.07279986060382403,9381.100499662274,0.0,-27.32940343845849,272133.5112968574,497780.40723806096,614485.2621762403,1428112.9620354031,0.28586666389402915,156.0
S1_ramom_lb120_top1_weekly_none,S1,beginning,234,0.02564102564102564,0.07692307692307693,0.07264957264957266,721015.7415505317,633769.6531882116,997095.3163615282,0.15015144958892257,0.44286183812210667,0.49145299145299143,0.49145299145299143,0.08547008547008547,0.0,0.039038205407726796,5050.240276612329,0.0,-27.35220364334913,300561.4404356273,569519.933881239,620227.3674808124,1529098.1038835968,0.45956772120913514,236.0
S1_ramom_lb60_top1_monthly_none,S1,ending,234,0.02564102564102564,0.07692307692307693,0.08974358974358974,722366.9092712132,617460.3109419463,1122591.2317559307,0.14441747572815544,0.44114023122923185,0.5,0.5,0.0811965811965812,0.0,0.02782324152751507,3467.388695040666,0.0,-27.394917208670204,272400.13048898237,573562.6804401337,596284.1152078789,1521653.465039897,0.4619136725907891,255.0
S1_mom_lb120_top1_weekly_none,S1,ending,234,0.017094017094017096,0.0641025641025641,0.06837606837606838,723871.1426049839,642200.4700710993,976759.772280493,0.14441747572815522,0.4385055979925302,0.4829059829059829,0.4829059829059829,0.0811965811965812,0.0,0.03596605149308527,4468.117161548934,0.0,-27.691151518313767,302566.04392846266,575677.0665487605,619693.3262993463,1482691.018189963,0.458885370960194,235.0
S1_ramom_lb20_top2_monthly_none,S1,ending,234,0.008547008547008548,0.08547008547008547,0.07692307692307693,712460.2498759874,624464.4383543206,1095250.0035934194,0.14005713909826545,0.3010089686098655,0.5085470085470085,0.5085470085470085,0.0,0.0,0.03382772014704595,4281.642695665408,0.0,-27.70977594266137,284504.2348107615,559890.727592003,611599.0032780815,1514508.8494433488,0.3448015131080119,196.0
S1_mom_lb20_top2_monthly_none,S1,ending,234,0.008547008547008548,0.08547008547008547,0.07692307692307693,713202.6156405816,623273.8758107219,1077479.6562389422,0.1399346000207929,0.3010089686098654,0.5128205128205128,0.5128205128205128,0.0,0.0,0.03454798454672005,4382.530440530044,0.0,-27.84572258593351,284504.2348107615,559890.727592003,614231.3642276572,1516912.7123232947,0.3438363163657183,196.0
S1_ramom_lb120_top1_weekly_none,S1,ending,234,0.017094017094017096,0.0641025641025641,0.06837606837606838,722308.5131185609,639597.0862443063,957893.5968277548,0.15015144958892246,0.4392189074472719,0.48717948717948717,0.48717948717948717,0.0811965811965812,0.0,0.03656013240284382,4640.894408173518,0.0,-27.88988588908513,302743.9035374018,578315.2546113846,623117.9414763375,1482691.018189963,0.45889436119103577,235.0
S1_ramom_lb60_top2_weekly_none,S1,beginning,234,0.017094017094017096,0.0811965811965812,0.0811965811965812,717753.2316231118,633054.983449437,1097082.455442727,0.13864581011407517,0.3906362386329591,0.5,0.5,0.07264957264957266,0.0,0.05289252937294477,6768.380120846753,0.0,-28.414783187557255,286917.32376593497,555974.5641456473,617503.9961111508,1367736.0959518233,0.4100036600714271,217.0
S1_mom_lb20_top1_monthly_none,S1,beginning,234,0.017094017094017096,0.09829059829059829,0.0811965811965812,700585.1225799839,609634.1504236982,1128967.773440024,0.14441747572815544,0.33451798036369046,0.5299145299145299,0.5299145299145299,0.042735042735042736,0.0,0.04185614650169383,5516.5827346004435,0.0,-29.08776358087374,273408.9244621055,546848.3291758645,595912.7605179852,1523137.4327930163,0.3797538305295146,217.0
S1_ramom_lb20_top1_monthly_none,S1,beginning,234,0.017094017094017096,0.08974358974358974,0.07692307692307693,699321.5511349207,610944.2928106497,1094464.6296369869,0.14441747572815533,0.3323022791740902,0.5299145299145299,0.5299145299145299,0.042735042735042736,0.0,0.04197884870581546,5559.6806925964465,0.0,-29.125095060788773,273408.9244621055,540610.1806902798,596601.4338292121,1516016.5186393738,0.37843260960724356,217.0
S1_mom_lb60_top2_weekly_none,S1,beginning,234,0.017094017094017096,0.09401709401709402,0.08547008547008547,709959.4541180213,635897.9322999975,1151324.1162774847,0.13864581011407506,0.3919610871979386,0.5256410256410257,0.5256410256410257,0.07264957264957266,0.0,0.05446354891806328,6993.969650198066,0.0,-29.546288478402467,286917.32376593497,545564.7607833621,616338.5270295221,1371884.6383699442,0.41083454991232915,217.0
S1_ramom_lb60_top2_weekly_none,S1,ending,234,0.01282051282051282,0.07692307692307693,0.07692307692307693,709002.114718292,639554.3752727605,1078001.4662872911,0.13850983554580337,0.38609232643029107,0.5170940170940171,0.5170940170940171,0.06837606837606838,0.0,0.04981708742216647,6220.4607178801925,0.0,-29.548178431282505,294267.4822375245,563216.7591691833,622943.6054889461,1336616.1001922586,0.4092979968499848,196.0
S1_ramom_lb20_top1_monthly_none,S1,ending,234,0.008547008547008548,0.07692307692307693,0.07264957264957266,701227.2205886696,616468.4299381104,1071267.106855241,0.1444174757281554,0.32105160411603845,0.5299145299145299,0.5299145299145299,0.038461538461538464,0.0,0.0406342361720912,5119.243357814239,0.0,-29.80508578508366,284504.2348107615,551775.7701097619,603943.3706985025,1465634.0431408095,0.37691848666849537,196.0
S1_mom_lb20_top1_monthly_none,S1,ending,234,0.008547008547008548,0.0811965811965812,0.07692307692307693,699895.4692926025,615794.2897989531,1100513.4614353674,0.14441747572815533,0.32324735452512954,0.5299145299145299,0.5299145299145299,0.038461538461538464,0.0,0.04051153396796957,5077.865782547223,0.0,-29.84187832283496,284504.2348107615,556460.6803302041,601678.7543133755,1478398.311571293,0.37829330529900285,196.0
S1_mom_lb60_top2_weekly_none,S1,ending,234,0.01282051282051282,0.07692307692307693,0.07692307692307693,711778.2608326629,643021.2566376345,1123470.7120572103,0.13719476263451724,0.38744504463432433,0.5341880341880342,0.5341880341880342,0.06837606837606838,0.0,0.05137922190416381,6427.775297994896,0.0,-30.083931928648244,294654.29242847464,554448.8267189668,623770.9399933363,1342985.9269900855,0.4101634473079514,196.0
S1_ramom_lb60_top1_weekly_none,S1,beginning,234,0.017094017094017096,0.08974358974358974,0.08974358974358974,704442.2481953639,635749.9138330728,1144435.9826144131,0.14010830307862288,0.44669114430368256,0.5256410256410257,0.5256410256410257,0.08547008547008547,0.0,0.06943263391606086,9122.836001850632,0.0,-30.172522331739764,280628.71320979693,545235.6630371354,617672.1378075315,1385898.2035001281,0.4628040077445865,257.0
S1_mom_lb60_top1_weekly_none,S1,beginning,234,0.017094017094017096,0.0811965811965812,0.0811965811965812,704086.2879067428,628967.6933892954,1100676.4436828773,0.13803032551119887,0.44521366758922026,0.5384615384615384,0.5384615384615384,0.08547008547008547,0.0,0.0637005229772351,8218.632546847512,0.0,-30.574027884867593,280937.0447604864,535836.7817834973,606004.4600681167,1367736.0959518233,0.4620102306275641,257.0
S1_ramom_lb60_top1_weekly_none,S1,ending,234,0.01282051282051282,0.07692307692307693,0.07692307692307693,705250.5957264475,641838.72691942,1118323.5682478803,0.13540560435571525,0.4426773746487752,0.5299145299145299,0.5299145299145299,0.0811965811965812,0.0,0.0658650200263271,8395.193467100262,0.0,-30.583994818971657,289174.7193794028,553510.9270369894,624417.3949048652,1357773.1926118105,0.4622344608768355,256.0
S1_mom_lb60_top1_weekly_none,S1,ending,234,0.01282051282051282,0.07692307692307693,0.07692307692307693,705101.0043528606,633238.0476195891,1077820.7420873935,0.13803032551119865,0.44116935439228366,0.5427350427350427,0.5427350427350427,0.0811965811965812,0.0,0.060343730269953225,7560.155560596894,0.0,-30.98174253909265,289444.76854905754,545836.1957498011,614487.393194489,1336616.1001922586,0.46140448169306103,256.0
